"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"SP-CABH531S16PS16C50","SP-CABH531S16PS16C50","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO5 Cabtyre 3 x 1.5mm sq 50m","0","R 1,465.00"
"SP-CABH731CEE16MCEE16F1PH001","SP-CABH731CEE16MCEE16F1PH001","Stage Plus Premade Cable - Power - SCAME 213.1633 > SCAME 313.1643 16A 1ph HO7 3 x 1.5mm sq 1m","0","R 490.00"
"SP-CABH731CEE16MCEE16F1PH005","SP-CABH731CEE16MCEE16F1PH005","Stage Plus Premade Cable - Power - SCAME 213.1633 > SCAME 313.1643 16A 1ph HO7 3 x 1.5mm sq 5m","0","R 699.00"
"SP-CABH731CEE16MCEE16F1PH010","SP-CABH731CEE16MCEE16F1PH010","Stage Plus Premade Cable - Power - SCAME 213.1633 > SCAME 313.1643 16A 1ph HO7 3 x 1.5mm sq 10m","0","R 960.00"
"SP-CABH731CEE16MCEE16F1PH020","SP-CABH731CEE16MCEE16F1PH020","Stage Plus Premade Cable - Power - SCAME 213.1633 > SCAME 313.1643 16A 1ph HO7 3 x 1.5mm sq 20m","0","R 1,483.00"
"SP-CABH731CEE16MCEE16F1PH030","SP-CABH731CEE16MCEE16F1PH030","Stage Plus Premade Cable - Power - SCAME 213.1633 > SCAME 313.1643 16A 1ph HO7 3 x 1.5mm sq 30m","0","R 1,992.00"
"SP-CABH731CEE16MCEE16F1PH050","SP-CABH731CEE16MCEE16F1PH050","Stage Plus Premade Cable - Power - SCAME 213.1633 > SCAME 313.1643 16A 1ph HO7 3 x 1.5mm sq 50m","0","R 3,036.00"
"SP-CABH731HP3FHP3G.3","SP-CABH731HP3FHP3G.3","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 0.3m","4","R 360.00"
"SP-CABH731HP3FHP3G.6","SP-CABH731HP3FHP3G.6","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 0.6m","0","R 375.00"
"SP-CABH731HP3FHP3G.75","SP-CABH731HP3FHP3G.75","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 0.75m","0","R 383.00"
"SP-CABH731HP3FHP3G01","SP-CABH731HP3FHP3G01","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 1m","0","R 396.00"
"SP-CABH731HP3FHP3G02","SP-CABH731HP3FHP3G02","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 2m","0","R 448.00"
"SP-CABH731HP3FHP3G03","SP-CABH731HP3FHP3G03","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 3m","0","R 501.00"
"SP-CABH731HP3FHP3G05","SP-CABH731HP3FHP3G05","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 5m","1","R 605.00"
"SP-CABH731HP3FHP3G10","SP-CABH731HP3FHP3G10","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 10m","1","R 866.00"
"SP-CABH731HP3FHP3G20","SP-CABH731HP3FHP3G20","Stage Plus Premade Cable - Power - Amphenol HP3F>Amphenol HP3FG H07 3x1.5mm 20m","0","R 1,376.00"
"SP-CABH731HP3FS16P01","SP-CABH731HP3FS16P01","Stage Plus Premade Cable - Power - Amphenol HP3F>Plug Top H07 3x1.5mm sq 1m","0","R 283.00"
"SP-CABH731HP3FS16P02","SP-CABH731HP3FS16P02","Stage Plus Premade Cable - Power - Amphenol HP3F>Plug Top H07 3x1.5mm sq 2m","0","R 336.00"
"SP-CABH731HP3FS16P03","SP-CABH731HP3FS16P03","Stage Plus Premade Cable - Power - Amphenol HP3F>Plug Top H07 3x1.5mm sq 3m","0","R 388.00"
"SP-CABH731HP3FS16P05","SP-CABH731HP3FS16P05","Stage Plus Premade Cable - Power - Amphenol HP3F>Plug Top H07 3x1.5mm sq 5m","0","R 492.00"
"SP-CABH731HP3FS16P10","SP-CABH731HP3FS16P10","Stage Plus Premade Cable - Power - Amphenol HP3F>Plug Top H07 3x1.5mm sq 10m","0","R 753.00"
"SP-CABH731HP3FS16P15","SP-CABH731HP3FS16P15","Stage Plus Premade Cable - Power - Amphenol HP3F>Plug Top H07 3x1.5mm sq 15m","0","R 1,002.00"
"SP-CABH731HP3FS16P20","SP-CABH731HP3FS16P20","Stage Plus Premade Cable - Power - Amphenol HP3F>Plug Top H07 3x1.5mm sq 20m","0","R 1,263.00"
"SP-CABH731MS16A16C01","SP-CABH731MS16A16C01","Stage Plus Premade Cable - Power - SCAME 313.1643 > Plug Top HO7 3 x 1.5mm sq 1m","0","R 354.00"
"SP-CABH731MS16A16C05","SP-CABH731MS16A16C05","Stage Plus Premade Cable - Power - SCAME 313.1643 > Plug Top HO7 3 x 1.5mm sq 5m","0","R 563.00"
"SP-CABH731MS16A16C10","SP-CABH731MS16A16C10","Stage Plus Premade Cable - Power - SCAME 313.1643 > Plug Top HO7 3 x 1.5mm sq 10m","0","R 824.00"
"SP-CABH731MS16A16C20","SP-CABH731MS16A16C20","Stage Plus Premade Cable - Power - SCAME 313.1643 > Plug Top HO7 3 x 1.5mm sq 20m","0","R 1,346.00"
"SP-CABH731S16PS16C01","SP-CABH731S16PS16C01","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 1m","0","R 185.00"
"SP-CABH731S16PS16C02","SP-CABH731S16PS16C02","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 2m","0","R 237.00"
"SP-CABH731S16PS16C03","SP-CABH731S16PS16C03","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 3m","0","R 290.00"
"SP-CABH731S16PS16C05","SP-CABH731S16PS16C05","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 5m","7","R 394.00"
"SP-CABH731S16PS16C10","SP-CABH731S16PS16C10","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 10m","6","R 655.00"
"SP-CABH731S16PS16C15","SP-CABH731S16PS16C15","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 15m","0","R 903.00"
"SP-CABH731S16PS16C20","SP-CABH731S16PS16C20","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 20m","6","R 1,165.00"
"SP-CABH731S16PS16C30","SP-CABH731S16PS16C30","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 30m","0","R 1,687.00"
"SP-CABH731S16PS16C50","SP-CABH731S16PS16C50","Stage Plus Premade Cable - Power - 16A Janus>Plug Top HO7 Rubber 3 x 1.5mm sq 50m","0","R 2,731.00"
"SP-CABH75163M63F6710","SP-SP-CABH75163M63F6710","Stage Plus Premade Cable - Power - SCAME 218-6337>SCAME 318.6347 IP67 63A 3phase H07 5x16mm sq 10m","0","R 8,944.00"
"SP-CABH75163M63F6720","SP-SP-CABH75163M63F6720","Stage Plus Premade Cable - Power - SCAME 218-6337>SCAME 318.6347 IP67 63A 3phase H07 5x16mm sq 20m","2","R 15,544.00"
"SP-CABH75163M63F6730","SP-SP-CABH75163M63F6730","Stage Plus Premade Cable - Power - SCAME 218-6337>SCAME 318.6347 IP67 63A 3phase H07 5x16mm sq 30m","0","R 22,144.00"
"SP-CABH75163M63F6740","SP-SP-CABH75163M63F6740","Stage Plus Premade Cable - Power - SCAME 218-6337>SCAME 318.6347 IP67 63A 3phase H07 5x16mm sq 40m","0","R 28,744.00"
"SP-CABH75163M63F6750","SP-SP-CABH75163M63F6750","Stage Plus Premade Cable - Power - SCAME 218-6337>SCAME 318.6347 IP67 63A 3phase H07 5x16mm sq 50m","0","R 35,344.00"
"SP-CABH75632M32F6705","SP-SP-CABH75632M32F6705","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 5m","0","R 2,021.00"
"SP-CABH75632M32F6710","SP-SP-CABH75632M32F6710","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 10m","0","R 3,288.00"
"SP-CABH75632M32F6715","SP-SP-CABH75632M32F6715","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 15m","0","R 4,555.00"
"SP-CABH75632M32F6720","SP-SP-CABH75632M32F6720","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 20m","5","R 5,821.00"
"SP-CABH75632M32F6730","SP-SP-CABH75632M32F6730","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 30m","0","R 8,355.00"
"SP-CABH75632M32F6740","SP-SP-CABH75632M32F6740","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 40m","0","R 10,888.00"
"SP-CABH75632M32F6750","SP-SP-CABH75632M32F6750","Stage Plus Premade Cable - Power - SCAME 213-3237>SCAME 313-3247 IP44 32A 3phase H07 5x6mm sq 50m","0","R 10,888.00"
"SP-CABO8J35S05ACPR001S","SP-CABO8J35S05ACPR001S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol ACPR RCA Onyx Black 1m","0","R 409.00"
"SP-CABO8J35S05ACPR002S","SP-CABO8J35S05ACPR002S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol ACPR RCA Onyx Black 2m","0","R 435.00"
"SP-CABO8J35S05ACPR003S","SP-CABO8J35S05ACPR003S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol ACPR RCA Onyx Black 3m","0","R 461.00"
"SP-CABO8J35S05ACPR005S","SP-CABO8J35S05ACPR005S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol ACPR RCA Onyx Black 5m","1","R 514.00"
"SP-CABO8J35S05AX3M001S","SP-CABO8J35S05AX3M001S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol AX3M Onyx Black 1m","0","R 440.00"
"SP-CABO8J35S05AX3M002S","SP-CABO8J35S05AX3M002S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol AX3M Onyx Black 2m","0","R 467.00"
"SP-CABO8J35S05AX3M003S","SP-CABO8J35S05AX3M003S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol AX3M Onyx Black 3m","0","R 493.00"
"SP-CABO8J35S05AX3M005S","SP-CABO8J35S05AX3M005S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol AX3M Onyx Black 5m","0","R 545.00"
"SP-CABO8J35S05TM2P001S","SP-CABO8J35S05TM2P001S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol TM2P Onyx Black 1m","0","R 382.00"
"SP-CABO8J35S05TM2P002S","SP-CABO8J35S05TM2P002S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol TM2P Onyx Black 2m","0","R 408.00"
"SP-CABO8J35S05TM2P003S","SP-CABO8J35S05TM2P003S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol TM2P Onyx Black 3m","0","R 434.00"
"SP-CABO8J35S05TM2P005S","SP-CABO8J35S05TM2P005S","Stage Plus Premade Cable - PC Audio - 1x HiCon HIC-J35S05>2x Amphenol TM2P Onyx Black 5m","0","R 486.00"
"SP-CABONACPRACPR0.5","SP-CABONACPRACPR0.5","Stage Plus Premade Cable - Patch Cable - 2x Amphenol ACPR RCA>2x Amphenol ACPR RCA, Onyx, Black 0.5m","0","R 201.00"
"SP-CABONACPRACPR001","SP-CABONACPRACPR001","Stage Plus Premade Cable - Patch Cable - 2x Amphenol ACPR RCA>2x Amphenol ACPR RCA, Onyx, Black 1m","0","R 224.00"
"SP-CABONACPRACPR002","SP-CABONACPRACPR002","Stage Plus Premade Cable - Patch Cable - 2x Amphenol ACPR RCA>2x Amphenol ACPR RCA, Onyx, Black 2m","0","R 269.00"
"SP-CABONACPRACPR003","SP-CABONACPRACPR003","Stage Plus Premade Cable - Patch Cable - 2x Amphenol ACPR RCA>2x Amphenol ACPR RCA, Onyx, Black 3m","0","R 314.00"
"SP-CABONACPRACPR005","SP-CABONACPRACPR005","Stage Plus Premade Cable - Patch Cable - 2x Amphenol ACPR RCA>2x Amphenol ACPR RCA, Onyx, Black 5m","0","R 404.00"
"SP-CABSTA3FXTS3P005S","SP-CABSTA3FXTS3P005S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3F>Amphenol TS3P, Sommer Stage, Black 5m","4","R 400.00"
"SP-CABSTA3FXTS3P010S","SP-CABSTA3FXTS3P010S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3F>Amphenol TS3P, Sommer Stage, Black 10m","0","R 555.00"
"SP-CABSTA3MXA3FX0.5S","SP-CABSTA3MXA3FX0.5S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F Sommer Stage Black 0.5m","4","R 215.00"
"SP-CABSTA3MXA3FX0.75S","SP-CABSTA3MXA3FX0.75S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F Sommer Stage Black 0.75m","2","R 222.00"
"SP-CABSTA3MXA3FX00.3","SP-CABSTA3MXA3FX00.3","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 0.3m","0","R 208.00"
"SP-CABSTA3MXA3FX001S","SP-CABSTA3MXA3FX001S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 1m","0","R 230.00"
"SP-CABSTA3MXA3FX002S","SP-CABSTA3MXA3FX002S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 2m","2","R 261.00"
"SP-CABSTA3MXA3FX003S","SP-CABSTA3MXA3FX003S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 3m","2","R 292.00"
"SP-CABSTA3MXA3FX004S","SP-CABSTA3MXA3FX004S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 4m","3","R 323.00"
"SP-CABSTA3MXA3FX005S","SP-CABSTA3MXA3FX005S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 5m","10","R 354.00"
"SP-CABSTA3MXA3FX006S","SP-CABSTA3MXA3FX006S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 6m","0","R 385.00"
"SP-CABSTA3MXA3FX007S","SP-CABSTA3MXA3FX007S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 7m","0","R 417.00"
"SP-CABSTA3MXA3FX008S","SP-CABSTA3MXA3FX008S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 8m","0","R 448.00"
"SP-CABSTA3MXA3FX01.3","SP-CABSTA3MXA3FX01.3","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 1.3m","0","R 239.00"
"SP-CABSTA3MXA3FX01.5","SP-CABSTA3MXA3FX01.5","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 1.5m","0","R 246.00"
"SP-CABSTA3MXA3FX010S","SP-CABSTA3MXA3FX010S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 10m","80","R 510.00"
"SP-CABSTA3MXA3FX012S","SP-CABSTA3MXA3FX012S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F Sommer Stage Black 12m","0","R 572.00"
"SP-CABSTA3MXA3FX015S","SP-CABSTA3MXA3FX015S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 15m","2","R 665.00"
"SP-CABSTA3MXA3FX020S","SP-CABSTA3MXA3FX020S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 20m","2","R 820.00"
"SP-CABSTA3MXA3FX025S","SP-CABSTA3MXA3FX025S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 25m","0","R 976.00"
"SP-CABSTA3MXA3FX030S","SP-CABSTA3MXA3FX030S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 30m","0","R 1,131.00"
"SP-CABSTA3MXA3FX040S","SP-CABSTA3MXA3FX040S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 40m","0","R 1,442.00"
"SP-CABSTA3MXA3FX050S","SP-CABSTA3MXA3FX050S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 50m","0","R 1,753.00"
"SP-CABSTA3MXA3FX060S","SP-CABSTA3MXA3FX060S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F Sommer Stage Black 60m","0","R 2,063.00"
"SP-CABSTA3MXA3FX070S","SP-CABSTA3MXA3FX070S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 70m","0","R 2,374.00"
"SP-CABSTA3MXA3FX080S","SP-CABSTA3MXA3FX080S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F Sommer Stage Black 80m","0","R 2,685.00"
"SP-CABSTA3MXA3FX100S","SP-CABSTA3MXA3FX100S","Stage Plus Premade Cable - Mic Cable - Amphenol AC3MM>AC3F, Sommer Stage, Black 100m","0","R 3,306.00"
"SP-CABSTA3MXTS3P0.5S","SP-CABSTA3MXTS3P0.5S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3MM>Amphenol TS3P, Sommer Stage, Black 0.5m","15","R 260.00"
"SP-CABSTA3MXTS3P001S","SP-CABSTA3MXTS3P001S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3MM>Amphenol TS3P, Sommer Stage, Black 1m","0","R 276.00"
"SP-CABSTA3MXTS3P002S","SP-CABSTA3MXTS3P002S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3MM>Amphenol TS3P, Sommer Stage, Black 2m","0","R 307.00"
"SP-CABSTA3MXTS3P003S","SP-CABSTA3MXTS3P003S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3MM>Amphenol TS3P, Sommer Stage, Black 3m","0","R 338.00"
"SP-CABSTA3MXTS3P005S","SP-CABSTA3MXTS3P005S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3MM>Amphenol TS3P, Sommer Stage, Black 5m","1","R 400.00"
"SP-CABSTA3MXTS3P010S","SP-CABSTA3MXTS3P010S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3MM>Amphenol TS3P, Sommer Stage, Black 10m","0","R 555.00"
"SP-CABSTA3MXTS3P012S","SP-CABSTA3MXTS3P012S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3MM>Amphenol TS3P Sommer Stage Black 12m","0","R 617.00"
"SP-CABSTA3XMFROT050S","SP-CABSTA3XMFROT050S","Stage Plus Premade Cable - Mic Cable - Reel - Amphenol AC3MMDZ>AC3F, Stage, Medium Reel, Black 50m","0","R 4,494.00"
"SP-CABSTA3XMFROT100S","SP-CABSTA3XMFROT100S","Stage Plus Premade Cable - Mic Cable - Reel - Amphenol AC3MMDZ>AC3F, Stage, Lrg Reel, Black 100m","0","R 6,047.00"
"SP-CABSTAC3FTS3P0.5S","SP-CABSTAC3FTS3P0.5S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3F>Amphenol TS3P, Sommer Stage, Black 0.5m","1","R 260.00"
"SP-CABSTAC3FTS3P001S","SP-CABSTAC3FTS3P001S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3F>Amphenol TS3P, Sommer Stage, Black 1m","0","R 276.00"
"SP-CABSTAC3FTS3P002S","SP-CABSTAC3FTS3P002S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3F>Amphenol TS3P, Sommer Stage, Black 2m","0","R 307.00"
"SP-CABSTAC3FTS3P003S","SP-CABSTAC3FTS3P003S","Stage Plus Premade Cable - Patch Cable - Amphenol AC3F>Amphenol TS3P, Sommer Stage, Black 3m","0","R 338.00"
"SP-CABTRACPMACPM001S","SP-CABTRACPMACPM001S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN, Tricone, Black 1m","9","R 195.00"
"SP-CABTRACPMACPM002S","SP-CABTRACPMACPM002S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN Tricone Black 2m","9","R 226.00"
"SP-CABTRACPMACPM003S","SP-CABTRACPMACPM003S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN, Tricone, Black 3m","10","R 257.00"
"SP-CABTRACPMACPM004S","SP-CABTRACPMACPM004S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN, Tricone, Black 4m","2","R 287.00"
"SP-CABTRACPMACPM005S","SP-CABTRACPMACPM005S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN, Tricone, Black 5m","0","R 318.00"
"SP-CABTRACPMACPM006S","SP-CABTRACPMACPM006S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN, Tricone, Black 6m","0","R 349.00"
"SP-CABTRACPMACPM009S","SP-CABTRACPMACPM009S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN, Tricone, Black 9m","0","R 440.00"
"SP-CABTRACPMACPM010S","SP-CABTRACPMACPM010S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN, Tricone, Black 10m","0","R 471.00"
"SP-CABTRACPMACPM015S","SP-CABTRACPMACPM015S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN Tricone Black 15m","0","R 624.00"
"SP-CABTRACPMACPM020S","SP-CABTRACPMACPM020S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-GN, Tricone, Black 20m","4","R 777.00"
"SP-CABTRACPMACPMR03S","SP-CABTRACPMACPMR03S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-RN, Tricone, Black 3m","1","R 266.00"
"SP-CABTRACPMACPMR06S","SP-CABTRACPMACPMR06S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-RN, Tricone, Black 6m","0","R 358.00"
"SP-CABTRACPMACPMR09S","SP-CABTRACPMACPMR09S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-RN, Tricone, Black 9m","0","R 450.00"
"SP-CABTRACPMACPMR10S","SP-CABTRACPMACPMR10S","Stage Plus Premade Cable - Instr Cable - Amphenol ACPM-GN>Amphenol ACPM-RN, Tricone, Black 10m","0","R 481.00"
"SP-CABTRNNP2NP2005S","SP-CABTRACPMACPM005S","Stage Plus Premade Cable - Instr Cable - Neutrik NP2X >NP2X, Tricone, Black 5m","0","R 475.00"
"SP-CABTRTM2PTM1P003S","SP-CABTRTM2PTM1P003S","Stage Plus Premade Cable - Instr Cable - Amphenol TM2P>Amphenol TM1P, Tricone, Black 3m","0","R 514.00"
"SP-CABTRTM2PTM1P006S","SP-CABTRTM2PTM1P006S","Stage Plus Premade Cable - Instr Cable - Amphenol TM2P>Amphenol TM1P, Tricone, Black 6m","0","R 606.00"
"SP-CABTRTM2PTM1P009S","SP-CABTRTM2PTM1P009S","Stage Plus Premade Cable - Instr Cable - Amphenol TM2P>Amphenol TM1P, Tricone, Black 9m","0","R 698.00"
"SP-CABTRTM2PTM1P010S","SP-CABTRTM2PTM1P010S","Stage Plus Premade Cable - Instr Cable - Amphenol TM2P>Amphenol TM1P, Tricone, Black 10m","0","R 728.00"
"SP-CABTRTM2PTM2P003S","SP-CABTRTM2PTM2P003S","Stage Plus Premade Cable - Instr Cable -Amphenol TM2P>Amphenol TM2P, Tricone, Black 3m","0","R 349.00"
"SP-CABTRTM2PTM2P005S","SP-CABTRTM2PTM2P005S","Stage Plus Premade Cable - Instr Cable -Amphenol TM2P>Amphenol TM2P, Tricone, Black 5m","0","R 410.00"
"SP-CABTRTM2PTM2P006S","SP-CABTRTM2PTM2P006S","Stage Plus Premade Cable - Instr Cable -Amphenol TM2P>Amphenol TM2P, Tricone, Black 6m","0","R 440.00"
"SP-CABTRTM2PTM2P009S","SP-CABTRTM2PTM2P009S","Stage Plus Premade Cable - Instr Cable -Amphenol TM2P>Amphenol TM2P, Tricone, Black 9m","0","R 532.00"
"SP-CABTRTM2PTM2P010S","SP-CABTRTM2PTM2P010S","Stage Plus Premade Cable - Instr Cable -Amphenol TM2P>Amphenol TM2P, Tricone, Black 10m","4","R 563.00"
"SP-CABTRTM2PTM2P020S","SP-CABTRTM2PTM2P020S","Stage Plus Premade Cable - Instr Cable -Amphenol TM2P>Amphenol TM2P, Tricone, Black 20m","1","R 869.00"
"SP-CF-ACB1","SP-CF-ACB1","Stage Plus Crowd Fencing - Aluminium Crowd Barrier1","0","R 21,296.00"
"SP-CF-ACB1-CK","SP-CF-ACB1-CK","Stage Plus Crowd Fencing - Aluminium Crowd Barrier1 - Connecting kit","0","R 66.00"
"SP-CF-ACB1-GS","SP-CF-ACB1-GS","Stage Plus Crowd Fencing - Aluminium Crowd Barrier1 - Gate Section","0","R 25,839.00"
"SP-CF-ACB1-H-10","SP-CF-ACB1-H-10","Stage Plus Crowd Fencing - Aluminium Crowd Barrier1 - Holder - Holds 10","0","R 4,245.00"
"SP-CF-ACB1-VC-45","SP-CF-ACB1-VC-45","Stage Plus Crowd Fencing - Aluminium Crowd Barrier1 - Variable Corner - Adjustable to 45deg's","0","R 18,001.00"
"SP-CON-SA16AC","SP-CON-SA16AC","Stage Plus SA 16A Rubber Double Sided Coupler","114","R 45.00"
"SP-CON-SA16AP","SP-CON-SA16AP","Stage Plus SA 16A 3 Pin Rubber Plug top","94","R 28.00"
"SP-COU-M-DC-B","SP-COU-M-DC-B","Stage Plus Double Swivel Coupler with connection kit - Medium: SWL 500 Kg - Finsh: Black","0","R 629.00"
"SP-COU-M-DC-N","SP-COU-M-DC-N","Stage Plus Double Swivel Coupler with connection kit - Medium: SWL 500 Kg - Finsh: Natural","0","R 654.00"
"SP-COU-M-HC-B-CSBN","SP-COU-M-HC-B-CSBN","Stage Plus Half Coupler - Medium: SWL 500 Kg - Finsh: Black - M12 CSB and W/Nut incl.","0","R 429.00"
"SP-COU-M-HC-N-CSBN","SP-COU-M-HC-N-CSBN","Stage Plus Half Coupler - Medium: SWL 500 Kg - Finsh: Natural - M12 CSB and W/Nut incl.","43","R 438.00"
"SP-COV-PLU-ET218BA","SP-BAG-PLU-ET218BA","Stage Plus Padded Protective Cover for Plus Audio ET218BA Speaker","0","R 2,888.00"
"SP-COV-PLU-ET-CC","SP-BAG-PLU-ET-CC","Stage Plus Padded Protective Cover for Plus Audio Easytour Cart System (for 1x ET118B Sub,  2x ET110L Tops, 1x ET10FF Flying Frame)","0","R 5,395.00"
