"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"SP-COV-PLU-MPS12A","SP-COV-PLU-MPS12A","Stage Plus Cover For Plus Audio MPS12A Cover","0","R 748.00"
"SP-COV-PLU-MPS15A","SP-COV-PLU-MPS15A","Stage Plus Cover For Plus Audio MPS15A Cover","0","R 792.00"
"SP-CUS-FOA-HIV-MC3-SP300","SP-CUS-FOA-HIV-MC3-SP300","Stage Plus Custom Foam Insert FoA SP-PRO-300 (MicroCue3 3 USB)","0","R 920.00"
"SP-DEC-1.0X0.4-PRO-V2","SP-DEC-1.0X0.4-PRO-V2","Stage Plus Pro-Deck (Birch Plywood) Black Phenolic Mesh Coating","0","R 3,874.00"
"SP-DEC-1.0X0.4-STD-V2","SP-DEC-1.0X0.4-STD-V2","Stage Plus Deck 1m x 0.4m(Birch Plywood) Black Deck Sealer Paint","0","R 3,367.00"
"SP-DEC-1.0X1.0PRO-V2","SP-DEC-1.0X1.0PRO-V2","Stage Plus Pro Deck 1mX1m (Birch plywood) Black phenolic mesh coating","0","R 4,381.00"
"SP-DEC-1.0X1.0STD-V2","SP-DEC-1.0X1.0STD-V2","Stage Plus Standard Deck 1mX1m Black Deck Sealer Paint","0","R 3,108.00"
"SP-DEC-1.355X1.0-PRO","SP-DEC-1.355X1.0-PRO","Stage Plus Pro Deck 1.355mX1m (Birch plywood) Black phenolic mesh coating","0","R 6,171.00"
"SP-DEC-1.355X1.0-STD","SP-DEC-1.355X1.0-STD","Stage Plus Pro Deck 1.355mX1m (Birch plywood) Black Sealer Paint","0","R 5,598.00"
"SP-DEC-2.0X0.4PRO-V2","SP-DEC-2.0X0.4PRO-V2","Stage Plus Pro Deck 2.0mX0.4m (Birch plywood) Black phenolic mesh coating","0","R 4,668.00"
"SP-DEC-2.0X0.4-STD-V2","SP-DEC-2.0X0.4-STD-V2","Stage Plus Pro Deck 2.0mX0.4m (Birch plywood) Black phenolic mesh coating","1","R 4,314.00"
"SP-DEC-2.0X1.0-FRAME","SP-DEC-2.0X1.0-FRAME","Stage Plus Deck Frame 2mX1m","0","R 3,343.00"
"SP-DEC-2.0X1.0-PRO-E","SP-DEC-2.0X1.0-PRO-E","Stage Plus Pro Deck (Extra Strength support) 2mX1m (Birch plywood) Black phenolic mesh coating","0","R 8,061.00"
"SP-DEC-2.0X1.0PRO-V2","SP-DEC-2.0X1.0PRO-V2","Stage Plus Pro Deck 2mX1m (Birch plywood) Black phenolic mesh coating","0","R 7,636.00"
"SP-DEC-2.0X1.0STD-V2","SP-DEC-2.0X1.0STD-V2","Stage Plus Standard Deck 2mX1m (Birch Ply) Black Deck sealer paint","0","R 7,038.00"
"SP-DEC-AL-LC2","SP-DEC-AL-LC2","Stage Plus Stage Deck Leg Clamp - Two way","0","R 420.00"
"SP-DEC-AL-LC4","SP-DEC-AL-LC4","Stage Plus Stage Deck Leg Clamp - Four way","0","R 868.00"
"SP-DEC-DC","SP-DEC-DC","Stage Plus Deck Clamp","0","R 354.00"
"SP-DEC-DSA1","SP-DEC-DSA1","Stage Plus Deck-Scaff Adapter DSA1 (1 way)","0","R 487.00"
"SP-DEC-DSA1-C1","SP-DEC-DSA1-C1","Stage Plus Deck-Scaff Adapter DSA1 (1 way) - Customised for Box Ledgers","0","R 540.00"
"SP-DEC-DSA1-PRO","SP-DEC-DSA1-PRO","Stage Plus Deck Scaff Adapter DSA1 (1 Way) for Prolyte Deck System","0","R 477.00"
"SP-DEC-DSA1-S","SP-DEC-DSA1-S","Stage Plus Deck-Scaff Adapter DSA1 (1 way) - Short","0","R 471.00"
"SP-DEC-DSA2","SP-DEC-DSA2","Stage Plus Deck-Scaff Adapter DSA2 (2 way)","0","R 703.00"
"SP-DEC-DSA2-C2","SP-DEC-DSA2-C2","Stage Plus Deck-Scaff Adapter DSA2 (2 way) - Customised for Box Ledgers","0","R 638.00"
"SP-DEC-DSA2-PRO","SP-DEC-DSA2-PRO","Stage Plus Deck Scaff Adapter DSA2 (2 Way) for Prolyte Deck System","0","R 682.00"
"SP-DEC-DSA2-S","SP-DEC-DSA2-S","Stage Plus Deck-Scaff Adapter DSA2 (2 way) - Short","0","R 633.00"
"SP-DEC-DSA3","SP-DEC-DSA3","Stage Plus Deck-Scaff Adapter DSA4 (3 way) custom","0","R 894.00"
"SP-DEC-DSA3-C1","SP-DEC-DSA3-C1","Stage Plus Deck-Scaff Adapter DSA4 (3 way) custom - Customised for Box Ledgers","0","R 809.00"
"SP-DEC-DSA3-PRO","SP-DEC-DSA3-PRO","Stage Plus Deck Scaff Adapter DSA1 (3 Way) for Prolyte Deck System","0","R 786.00"
"SP-DEC-DSA4","SP-DEC-DSA4","Stage Plus Deck-Scaff Adapter DSA4 (4 way)","0","R 1,180.00"
"SP-DEC-DSA4-PRO","SP-DEC-DSA4-PRO","Stage Plus Deck Scaff Adapter DSA4 (4 Way) for Prolyte Deck System","0","R 1,139.00"
"SP-DEC-DSA4-S","SP-DEC-DSA4-S","Stage Plus Deck-Scaff Adapter DSA4 (4 way) - Short","0","R 1,129.00"
"SP-DEC-HR1-AL-CB","SP-DEC-HR1-AL-CB","Stage Plus Deck Accessory - Hand Rail 1M - Aluminium - With Deck Side Connecting Bracket","0","R 1,869.00"
"SP-DEC-HR1-AL-R-CB","SP-DEC-HR1-AL-R-CB","Stage Plus Deck Accessory - Hand Rail 1M - Aluminium for SP Ramp","0","R 1,879.00"
"SP-DEC-HR2-AL-CB","SP-DEC-HR2-AL-CB","Stage Plus Deck Accessory - Hand Rail 2M - Aluminium - With Deck Side Connecting Brackets","0","R 2,354.00"
"SP-DEC-HR2-AL-R-CB","SP-DEC-HR2-AL-R-CB","Stage Plus Deck Accessory - Hand Rail 2M - Aluminium for SP Ramp","0","R 2,368.00"
"SP-DEC-HR-CB","SP-DEC-HR-CB","Stage Plus Deck Accessory - Hand Rail - Connecting Bracket","0","R 171.00"
"SP-DEC-HR-DSC-0.9","SP-DEC-HR-DSC-0.9","Stage Plus Deck Accessory - Hand rail for deck type stairs - 0.9m High","0","R 2,269.00"
"SP-DEC-HR-DSC-1.2","SP-DEC-HR-DSC-1.2","Stage Plus Deck Accessory - Hand rail for deck type stairs - 1.2m High","0","R 3,334.00"
"SP-DEC-HR-DSC-1.5","SP-DEC-HR-DSC-1.5","Stage Plus Deck Accessory - Hand rail for deck type stairs - 1.5m High","0","R 4,609.00"
"SP-DEC-HR-DSC-1.8","SP-DEC-HR-DSC-1.8","Stage Plus Deck Accessory - Hand rail for deck type stairs - 1.8m High","0","R 5,695.00"
"SP-DEC-HR-SRA","SP-DEC-HR-SRA","Stage Plus Handrail Securing Rod","0","R 78.00"
"SP-DEC-HR-SRA-C","SP-DEC-HR-SRA-C","Stage Plus Handrail Securing Rod 90","0","R 81.00"
"SP-DEC-LA-1000mm","SP-DEC-LA-1000MM","Stage Plus Aluminium Deck Leg with adjustable foot 1000mm","0","R 705.00"
"SP-DEC-LA-150mm","SP-DEC-LA-150MM","Stage Plus Aluminium Deck Leg with adjustable foot","0","R 296.00"
"SP-DEC-LA-200mm","SP-DEC-LA-200MM","Stage Plus Aluminium Deck Leg with adjustable foot","0","R 329.00"
"SP-DEC-LA-300mm","SP-DEC-LA-300MM","Stage Plus Aluminium Deck Leg with adjustable foot","0","R 385.00"
"SP-DEC-LA-400mm","SP-DEC-LA-400MM","Stage Plus Aluminium Deck Leg with Adjustable foot","0","R 426.00"
"SP-DEC-LA-450mm","SP-DEC-LA-450MM","Stage Plus Aluminium Deck Leg with Adjustable foot","0","R 458.00"
"SP-DEC-LA-600mm","SP-DEC-LA-600MM","Stage Plus Aluminium Deck Leg with Adjustable foot","0","R 575.00"
"SP-DEC-LA-750mm","SP-DEC-LA-750MM","Stage Plus Aluminium Deck Leg with Adjustable foot","0","R 575.00"
"SP-DEC-LA-800mm","SP-DEC-LA-800MM","Stage Plus Aluminium Deck Leg with Adjustable foot","0","R 649.00"
"SP-DEC-LA-900mm","SP-DEC-LA-900MM","Stage Plus Aluminium Deck Leg with Adjustable foot","0","R 753.00"
"SP-DEC-LC-150mm","SP-DEC-LC-150MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 127.00"
"SP-DEC-LC-200mm","SP-DEC-LC-200MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 145.00"
"SP-DEC-LC-300mm","SP-DEC-LC-300MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 214.00"
"SP-DEC-LC-400mm","SP-DEC-LC-400MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 227.00"
"SP-DEC-LC-450mm","SP-DEC-LC-450MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 267.00"
"SP-DEC-LC-500mm","SP-DEC-LC-500MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 282.00"
"SP-DEC-LC-600mm","SP-DEC-LC-600MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 336.00"
"SP-DEC-LC-650mm","SP-DEC-LC-650MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 360.00"
"SP-DEC-LC-750mm","SP-DEC-LC-750MM","Stage Plus Aluminium Deck Leg with Plastic cover 750mm","0","R 373.00"
"SP-DEC-LC-800mm","SP-DEC-LC-800MM","Stage Plus Aluminium Deck Leg with plastic cap","0","R 401.00"
"SP-DEC-LC-900mm","SP-DEC-LC-900MM","Stage Plus Aluminium Deck Leg with Plastic Cover","0","R 472.00"
"SP-DEC-LS-1050mm","SP-DEC-LS-1050MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 1050mm","0","R 1,007.00"
"SP-DEC-LS-1200mm","SP-DEC-LS-1200MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 1200mm","0","R 1,071.00"
"SP-DEC-LS-1350mm","SP-DEC-LS-1350MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 1350mm","0","R 1,256.00"
"SP-DEC-LS-1500mm","SP-DEC-LS-1500MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 1500mm","0","R 1,324.00"
"SP-DEC-LS-150mm","SP-DEC-LS-150MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 150mm","0","R 531.00"
"SP-DEC-LS-1650mm","SP-DEC-LS-1650MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 1650mm","0","R 1,389.00"
"SP-DEC-LS-1800mm","SP-DEC-LS-1800MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 1800mm","0","R 1,460.00"
"SP-DEC-LS-200mm","SP-DEC-LS-200MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 200mm","0","R 540.00"
"SP-DEC-LS-300mm","SP-DEC-LS-300MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 300mm","0","R 763.00"
"SP-DEC-LS-400mm","SP-DEC-LS-400MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 400mm","0","R 796.00"
"SP-DEC-LS-450mm","SP-DEC-LS-450MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 450mm","0","R 827.00"
"SP-DEC-LS-600mm","SP-DEC-LS-600MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 600mm","0","R 890.00"
"SP-DEC-LS-750mm","SP-DEC-LS-750MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 750mm","0","R 880.00"
"SP-DEC-LS-800mm","SP-DEC-LS-800MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 800mm","0","R 913.00"
"SP-DEC-LS-900mm","SP-DEC-LS-900MM","Stage Plus Aluminium Deck Leg with Step Adaptor & Adjustable Foot 900mm","0","R 944.00"
"SP-DEC-LT-450600H","SP-DEC-LT-450600H","Stage Plus Aluminium Deck Leg - Telescopic 450-600mm with quick adjust handle","0","R 1,063.00"
"SP-DEC-LT-600900H","SP-DEC-LT-600900H","Stage Plus Aluminium Deck Leg - Telescopic 600-900mm with quick adjust handle","0","R 1,249.00"
"SP-DEC-SS-ADA","SP-DEC-SS-ADA","Stage Plus Step-Step Adapter 150mm","0","R 602.00"
"SP-DEC-SS-ADA-200mm","SP-DEC-SS-ADA-200MM","Stage Plus Step-Step Adapter 200mm","0","R 665.00"
"SP-ECO-30-BK","SP-ECO-30-BK","SP ECO 30 Black Carry Case, Empty w/ Convoluted Foam in Lid, ID: L290xW220xH105mm","23","R 693.00"
"SP-ECO-30D-BK","SP-ECO-30D-BK","SP ECO 30D Black Carry Case, Empty w/ Convoluted Foam in Lid, ID: L290xW220xH160mm","6","R 756.00"
"SP-ECO-30DS-BK","SP-ECO-30DS-BK","SP ECO 30DS Black Carry Case, Cubed Foam, ID: L290xW220xH160mm","5","R 935.00"
"SP-ECO-30S-BK","SP-ECO-30S-BK","SP ECO 30S Black Carry Case, Cubed Foam, ID: L290xW220xH105mm","7","R 840.00"
"SP-ECO-60-BK","SP-ECO-60-BK","SP ECO 60 Black Carry Case, Empty w/ Convoluted Foam in Lid, ID: L415xW280xH125mm","31","R 1,313.00"
"SP-ECO-60D-BK","SP-ECO-60D-BK","SP ECO 60D Black Carry Case, Empty w/ Convoluted Foam in Lid, ID: L415xW280xH190mm","12","R 1,575.00"
"SP-ECO-60DS-BK","SP-ECO-60DS-BK","SP ECO 60DS Black Carry Case, Cubed Foam, ID: L415xW280xH190mm","8","R 2,205.00"
"SP-ECO-90-BK","SP-ECO-90-BK","SP ECO 90 Black Carry Case, Empty w/ Convoluted Foam in Lid, ID: L520xW350xH125mm","11","R 1,680.00"
"SP-ECO-90D-BK","SP-ECO-90D-BK","SP ECO 90D Black Carry Case, Empty w/ Convoluted Foam in Lid, ID: L520xW350xH220mm","55","R 1,985.00"
"SP-ECO-90DS-BK","SP-ECO-90DS-BK","SP ECO 90DS Black Carry Case, Cubed Foam, ID: L520xW350xH220mm","16","R 2,841.00"
"SP-FIB-2LCOM3T075F-K","SP-FIB-2LCOM3T075F-K","Stage Plus Fibre Tactical Cable 50um OM4 75m black LC Duplex Medium Reel (Fusion Splice)","0","R 11,438.00"
"SP-FIB-2LCOM3T250F-K","SP-FIB-2LCOM3T250F-K","Stage Plus Fibre Tactical Cable 50um OM4 250m black LC Duplex Large Reel (Fusion Splice)","0","R 30,037.00"
"SP-FIB-2LCOM4T100F-K","SP-FIB-2LCOM4T100F-K","Stage Plus Fibre Tactical Cable 50um OM4 100m black LC Duplex Reel (Fusion Splice)","0","R 13,652.00"
"SP-FIB-2LCSMFT050F-K","SP-FIB-2LCSMFT050F-K","Stage Plus Fibre Tactical Cable Single Mode 50m black LC Duplex Reel (Fusion Splice)","0","R 5,011.00"
"SP-FIB-2LCSMFT100F-K","SP-FIB-2LCSMFT100F-K","Stage Plus Fibre Tactical Cable Single Mode 100m black LC Duplex Reel (Fusion Splice)","0","R 7,343.00"
"SP-FIB-2LCSMFT150F-K","SP-FIB-2LCSMFT150F-K","Stage Plus Fibre Tactical Cable Single Mode 150m black LC Duplex Reel (Fusion Splice)","0","R 8,691.00"
"SP-FIB-2LCSMFT200F-K","SP-FIB-2LCSMFT200F-K","Stage Plus Fibre Tactical Cable Single Mode 200m black LC Duplex Reel (Fusion Splice)","0","R 13,141.00"
"SP-FIS-NH-15","SP-FIS-NH-15","Stage Plus Fishing - Net Holder - 15mm Tube - Plated","0","R 404.00"
"SP-FIS-NH-8","SP-FIS-NH-8","Stage Plus Fishing - Net Holder - 8mm Re-bar - Painted","0","R 206.00"
"SP-FLI-10UA","SP-FLI-10UA","Stage Plus Flightcase 10U Amp Deep","1","R 6,336.00"
"SP-FLI-10UAS","SP-FLI-10UAS","Stage Plus Flightcase 10U Amp Deep Shock Mount","0","R 11,857.00"
"SP-FLI-10UE","SP-FLI-10UE","Stage Plus Flightcase 10U Effect Deep","0","R 5,523.00"
"SP-FLI-10UV10USL","SP-FLI-10UV10USL","Stage Plus Slant Rack for 10U Mixer-10U vertical mount","0","R 8,909.00"
"SP-FLI-12UA","SP-FLI-12UA","Stage Plus Flightcase 12U Amp Deep","0","R 7,903.00"
"SP-FLI-12UAS","SP-FLI-12UAS","Stage Plus Flightcase 12U Amp Deep Shock Mount","0","R 12,468.00"
"SP-FLI-12UE","SP-FLI-12UE","Stage Plus Flightcase 12U Effect Deep","0","R 6,974.00"
"SP-FLI-12UV10USL","SP-FLI-12UV10USL","Stage Plus Slant Rack for 10U Mixer-12U vertical mount","0","R 9,258.00"
"SP-FLI-14UA","SP-FLI-14UA","Stage Plus Flightcase 14U Amp Deep","0","R 8,340.00"
"SP-FLI-14UAS","SP-FLI-14UAS","Stage Plus Flightcase 14U Amp Deep Shock Mount","0","R 13,092.00"
"SP-FLI-14UE","SP-FLI-14UE","Stage Plus flightcase 14U Effects Deep","0","R 7,698.00"
"SP-FLI-14UV10USL","SP-FLI-14UV10USL","Stage Plus Slant Rack for 10U Mixer-14U vertical mount","0","R 9,781.00"
"SP-FLI-16UA","SP-FLI-16UA","Stage Plus Flightcase 16U Amp Deep","0","R 8,719.00"
"SP-FLI-16UV10USL","SP-FLI-16UV10USL","Stage Plus Slant Rack for 10U Mixer-16U vertical mount","0","R 10,129.00"
"SP-FLI-18UA","SP-FLI-18UA","Stage Plus Flightcase 18U Amp Deep","0","R 9,009.00"
"SP-FLI-18UV10USL","SP-FLI-18UV10USL","Stage Plus Slant Rack for 10U Mixer-18U vertical mount","0","R 10,303.00"
"SP-FLI-19UA","SP-FLI-19UA","Stage Plus flightcase 19U Amp Deep","0","R 9,319.00"
"SP-FLI-20UA","SP-FLI-20UA","Stage Plus Flightcase 20U Amp Deep","0","R 9,734.00"
"SP-FLI-24UA","SP-FLI-24UA","Stage Plus flightcase 24U Amp Deep","0","R 10,043.00"
"SP-FLI-2UA","SP-FLI-2UA","Stage Plus Flightcase 2U Amp Deep","0","R 4,068.00"
"SP-FLI-2UAS","SP-FLI-2UAS","Stage Plus Flightcase for 2U Amp deep Shock mount","0","R 9,242.00"
"SP-FLI-2UE","SP-FLI-2UE","Stage Plus Flightcase 2U Effect Deep","0","R 4,040.00"
"SP-FLI-2UV10USL","SP-FLI-2UV10USL","Stage Plus Slant Rack for 10U Mixer-2U vertical mount","0","R 6,643.00"
"SP-FLI-3UA","SP-FLI-3UA","Stage Plus Flightcase 3U Amp Deep","0","R 4,216.00"
"SP-FLI-3UA-FP","SP-FLI-3UA","Stage Plus Flightcase 3U Amp Deep (Flight Panel)","0","R 5,902.00"
"SP-FLI-3UA-FP-V2","SP-FLI-3UA","Stage Plus Flightcase 3U Amp Deep (Flight Panel)(Pullout Handle & Corner Castors)","0","R 8,450.00"
"SP-FLI-3UAS","SP-FLI-3UAS","Stage Plus Flightcase for 3U Amp deep Shock mount","0","R 9,347.00"
"SP-FLI-3UE","SP-FLI-3UE","Stage Plus Flightcase 3U Effect Deep","0","R 4,185.00"
"SP-FLI-3UE-FP","SP-FLI-3UE","Stage Plus Flightcase 3U Effect Deep (Flight Panel)","0","R 5,859.00"
"SP-FLI-3UE-FP-V2","SP-FLI-3UE","Stage Plus Flightcase 3U Effect Deep (Flight Panel)(Pullout handle & Corner Castors)","0","R 8,407.00"
"SP-FLI-4UA","SP-FLI-4UA","Stage Plus Flightcase 4U Amp Deep","0","R 4,330.00"
"SP-FLI-4UAS","SP-FLI-4UAS","Stage Plus Flightcase for 4U Amp deep Shock mount","0","R 9,747.00"
"SP-FLI-4UE","SP-FLI-4UE","Stage Plus Flightcase 4U Effect Deep","0","R 4,303.00"
"SP-FLI-4UV10USL","SP-FLI-4UV10USL","Stage Plus Slant Rack for 10U Mixer-4U vertical mount","0","R 6,992.00"
"SP-FLI-5UA","SP-FLI-5UA","Stage Plus flightcase 5U Amp Deep","0","R 4,663.00"
"SP-FLI-5UE","SP-FLI-5UE","Stage Plus Flightcase 5U Effect Deep","0","R 4,639.00"
"SP-FLI-6UA","SP-FLI-6UA","Stage Plus Flightcase 6U Amp Deep","4","R 4,940.00"
"SP-FLI-6UAS","SP-FLI-6UAS","Stage Plus Flightcase for 6U Amp deep Shock mount","0","R 10,202.00"
"SP-FLI-6UE","SP-FLI-6UE","Stage Plus Flightcase 6U Effect Deep","0","R 4,882.00"
"SP-FLI-6UV10USL","SP-FLI-6UV10USL","Stage Plus Slant Rack for 10U Mixer-6U vertical mount","0","R 7,514.00"
"SP-FLI-7UA","SP-FLI-7UA","Stage Plus flightcase 7U Amp Deep","0","R 5,606.00"
"SP-FLI-7UA-V2","SP-FLI-7UA","Stage Plus flightcase 7U Amp Deep (Incl 2x Flap lid )","0","R 6,306.00"
"SP-FLI-7UE","SP-FLI-7UE","Stage Plus flightcase 7U Effects Deep","0","R 5,031.00"
"SP-FLI-8UA","SP-FLI-8UA","Stage Plus Flightcase 8U Amp Deep","0","R 5,668.00"
"SP-FLI-8UAS","SP-FLI-8UAS","Stage Plus Flightcase for 8U Amp deep Shock mount","0","R 10,463.00"
"SP-FLI-8UE","SP-FLI-8UE","Stage Plus Flightcase 8U Effect Deep","0","R 5,231.00"
"SP-FLI-8UV10USL","SP-FLI-8UV10USL","Stage Plus Slant Rack for 10U Mixer-8U vertical mount","0","R 7,863.00"
"SP-FLI-9UA","SP-FLI-9UA","Stage Plus flightcase 9U Amp Deep","0","R 6,088.00"
"SP-FLI-9UAS","SP-FLI-9UAS","Stage Plus Flightcase 9U Amp Deep Shock Mount","0","R 11,683.00"
"SP-FLI-CBA","SP-FLI-CBA","Stage Plus Flightcase Castor Board Amp Deep incl. Castors","0","R 2,180.00"
"SP-FLI-CBA-10USL","SP-FLI-CBA-10USL","Stage Plus Castor Board for Slant Rack 10U incl. Castors","0","R 2,268.00"
"SP-FLI-CBAS","SP-FLI-CBAS","Stage Plus Flightcase Castor Board for Shock Mount incl. Castors","0","R 2,268.00"
"SP-FLI-CBE","SP-FLI-CBE","Stage Plus Flightcase Castor Board Effects Deep incl. Castors","0","R 2,036.00"
"SP-FLI-MI1UE","SP-FLI-MI1UE","Stage Plus Flightcase 1U For Music Industry Effects Deep","0","R 1,725.00"
"SP-FLI-MI2UA","SP-FLI-MI2UA","Stage Plus Flightcase 2U For Music Industry Amp Deep","0","R 2,553.00"
"SP-FLI-MI3UA","SP-FLI-MI3UA","Stage Plus Flightcase 3U For Music Industry Amp Deep","0","R 2,639.00"
"SP-FLI-MI4UE","SP-FLI-MI4UE","Stage Plus Flightcase 4U For Music Industry Effects Deep","0","R 2,638.00"
"SP-FLI-MI6UE","SP-FLI-MI6UE","Stage Plus Flightcase 6U For Music Industry Effects Deep","0","R 2,893.00"
"SP-FLI-MI8UE","SP-FLI-MI8UE","Stage Plus Flightcase 8U For Music Industry Effects Deep","0","R 3,136.00"
"SP-FLI-RT-FULL-V2","SP-FLI-RT-FULL-V2","Stage Plus Full Road Trunk V2 Black","0","R 10,462.00"
"SP-FLI-RT-FULL-V2B","SP-FLI-RT-FULL-V2B","Stage Plus Full Road Trunk V2 Blue","0","R 14,647.00"
"SP-FLI-RT-FULL-V2G","SP-FLI-RT-FULL-V2G","Stage Plus Full Road Trunk V2 Green","0","R 12,031.00"
"SP-FLI-RT-FULL-V2R","SP-FLI-RT-FULL-V2R","Stage Plus Full Road Trunk V2 Red","0","R 12,031.00"
"SP-FLI-RT-FULL-V2Y","SP-FLI-RT-FULL-V2Y","Stage Plus Full Road Trunk V2 Yellow","0","R 12,031.00"
"SP-FLI-RT-HALF-V2","SP-FLI-RT-HALF-V2","Stage Plus Half Road Trunk V2 Black","0","R 8,528.00"
"SP-FLI-RT-HALF-V2B","SP-FLI-RT-HALF-V2B","Stage Plus Half Road Trunk V2 Blue","0","R 11,939.00"
"SP-FLI-RT-HALF-V2G","SP-FLI-RT-HALF-V2G","Stage Plus Half Road Trunk V2 Green","0","R 9,808.00"
"SP-FLI-RT-HALF-V2R","SP-FLI-RT-HALF-V2R","Stage Plus Half Road Trunk V2 Red","0","R 9,808.00"
"SP-FLI-RT-HALF-V2Y","SP-FLI-RT-HALF-V2Y","Stage Plus Half Road Trunk V2 Yellow","0","R 9,808.00"
"SP-FLI-RT-TRAY","SP-FLI-RT-TRAY","Stage Plus Full Road Trunk Tray","0","R 1,487.00"
"SP-FLI-WAV-EMO-LV1","SP-FLI-WAV-EMO-LV1","Stage Plus Flightcase For Wave eMotion LV1 Live","0","R 12,185.00"
"SP-FLI-YAM-DM3","SP-FLI-YAM-DM3","Stage Plus Flightcase for Yamaha DM3","0","R 5,210.00"
"SP-FLU-HAZ-STA5","SP-FLU-HAZ-STA5","Stage Plus Haze Fluid Standard 5litre","61","R 598.00"
"SP-FLU-SMO-HEA5","SP-FLU-SMO-HEA5","Stage Plus Smoke Fluid Heavy Density 5litre","74","R 469.00"
"SP-FLU-SMO-MED5","SP-FLU-SMO-MED5","Stage Plus Smoke Fluid Medium Density 5litre","81","R 395.00"
"SP-FOA-ECO-CUS-90-H","SP-FOA-ECO-CUS-90-H","SP ECO Custom Foam Insert for 90 Case, Heavy","0","R 1,298.00"
"SP-FOA-ECO-CUS-90-L","SP-FOA-ECO-CUS-90-L","SP ECO Custom Foam Insert for 90 Case, Light","0","R 927.00"
"SP-FOA-ECO-CUS-90-M","SP-FOA-ECO-CUS-90-M","SP ECO Custom Foam Insert for 90 Case, Medium","0","R 1,112.00"
"SP-FOA-PRO-CUS-620H340-L","SP-FOA-PRO-CUS-620H340-L","SP PRO Custom Foam Insert for 620H340 Case, Light","0","R 2,319.00"
"SP-FOA-PRO-CUS-620H340-M","SP-FOA-PRO-CUS-620H340-M","SP PRO Custom Foam Insert for 620H340 Case, Medium","0","R 2,782.00"
"SP-FOA-PRO-CUS-750H280-H","SP-FOA-PRO-CUS-750H280-H","SP PRO Custom Foam Insert for 750H280 Case, Heavy","0","R 3,346.00"
"SP-FOA-PRO-CUS-750H280-L","SP-FOA-PRO-CUS-750H280-L","SP PRO Custom Foam Insert for 750H280 Case, Light","0","R 2,390.00"
"SP-FOA-PRO-CUS-750H280-M","SP-FOA-PRO-CUS-750H280-M","SP PRO Custom Foam Insert for 750H280 Case, Medium","0","R 2,868.00"
"SP-FOA-PRO-CUS-750H400-H","SP-FOA-PRO-CUS-750H400-H","SP PRO Custom Foam Insert for 750H400 Case, Heavy","0","R 4,480.00"
"SP-FOA-PRO-CUS-750H400-L","SP-FOA-PRO-CUS-750H400-L","SP PRO Custom Foam Insert for 750H400 Case, Light","0","R 3,200.00"
"SP-FOA-PRO-CUS-750H400-M","SP-FOA-PRO-CUS-750H400-M","SP PRO Custom Foam Insert for 750H400 Case, Medium","0","R 3,840.00"
"SP-FOA-PRO-CUS-800-H","SP-FOA-PRO-CUS-800-H","SP PRO Custom Foam Insert for 800 Case, Heavy","0","R 1,788.00"
"SP-FOA-PRO-CUS-800-L","SP-FOA-PRO-CUS-800-L","SP PRO Custom Foam Insert for 800 Case, Light","0","R 1,277.00"
"SP-FOA-PRO-CUS-800-M","SP-FOA-PRO-CUS-800-M","SP PRO Custom Foam Insert for 800 Case, Medium","0","R 1,533.00"
"SP-FOA-PRO-CUS-820-H","SP-FOA-PRO-CUS-820-H","SP PRO Custom Foam Insert for 820 Case, Heavy","0","R 6,512.00"
"SP-FOA-PRO-CUS-820-L","SP-FOA-PRO-CUS-820-L","SP PRO Custom Foam Insert for 820 Case, Light","0","R 4,652.00"
"SP-FOA-PRO-CUS-820-M","SP-FOA-PRO-CUS-820-M","SP PRO Custom Foam Insert for 820 Case, Medium","0","R 5,582.00"
"SP-LIG-LED-PL120D","SP-LIG-LED-PL120D","Stage Plus LED Panel Light Bi-color SMD DMX incl Barndoor Black 120W","0","R 12,116.00"
