"Product No.","Manufacturer Product No.","Product Description","Total SOH","Price Before Discount Ex Vat"
"SEN-509495","509495","Sennheiser Headmic 4-EW, Black, Cardioid, 3.5mm Jack, 1.6m Cable","3","R 13,556.00"
"SEN-509496","509496","Sennheiser Headmic 4-EW, Silver, Cardioid, 3.5mm Jack, 1.6m Cable","0","R 13,556.00"
"SEN-700257","700257","Sonova 6.3MM HD 660S2 CABLE 1.8M","0","R 773.00"
"SEN-700258","700258","Sonova 4.4MM HD 660S2 CABLE 1.8M","0","R 1,547.00"
"SEN-502589","502589","Sennheiser ME 9005 Condenser Microphone Head, Super Cardioid Pick Up Pattern","0","R 13,005.00"
"SEN-505497","505497","Sennheiser AC 3200-II Active Antenna Combiner, 8:1, BNC Connectors Female, 500-870MHz","0","R 81,449.00"
"SEN-508584","508584","Sennheiser IE PRO Straight Cable, Black, 1.3m, For IE 400/500","0","R 1,142.00"
"SEN-508586","508586","Sennheiser TEMPLE PAD FOR HMD 301 PRO","0","R 286.00"
"SEN-508587","508587","Sennheiser Spares - Nameplate Clip for HD/HMD 300 PRO, Black","0","R 197.00"
"SEN-508999","508999","Sennheiser HSP Transport Case, Storage & Transport Case for HSP 2/4/Essential Omni","0","R 560.00"
"SEN-509100","509100","Sennheiser AVX ME2/835 SET-3-EU Handheld Lavalier Set, 12 CH, 1880-1900MHz","1","R 25,570.00"
"SEN-509105","509105","Sonova EAR ADAPTER SILICONE SIZE S","0","R 366.00"
"SEN-509106","509106","Sonova EAR ADAPTER SILICONE SIZE M","0","R 366.00"
"SEN-509108","509108","Sonova EAR ADAPTER FOAM SIZE S","0","R 366.00"
"SEN-509109","509109","Sonova EAR ADAPTER FOAM SIZE M","0","R 366.00"
"NEM-007264","007264","Neumann WS 82 Windscreen for KMR 82i, black","0","R 1,718.00"
"NEM-007266","007266","Neumann MF2 MT Tabletop stand, circular base Dia 6cm with foam rubber washer, 1/2" thread, black","0","R 3,666.00"
"NEM-007268","007268","Neumann WS 81 Windscreen for KMR 81i, black","0","R 1,283.00"
"NEM-007271","007271","Neumann EA 170 Elastic mounting for M 149/150 and TLM 170, 3/8"/ 5/8" / 1/2" tripod thread, nickel","0","R 7,792.00"
"NEM-008593","008593","Neumann KK 143 Capsule head KMD/A, condenser, wide cardioid, system socket, nickel","0","R 16,263.00"
"NEM-008594","008594","Neumann KK 143 NX Capsule head KMD/A, condenser, wide cardioid, system socket, Nextel black","0","R 16,263.00"
"NEM-008595","008595","Neumann KK 145 Capsule head KMD/A, condenser, cardioid (with bass roll off), system socket, nickel","0","R 16,263.00"
"NEM-008596","008596","Neumann KK 145 NX","0","R 16,263.00"
"NEM-008609","008609","Neumann KVG 160 NX Capsule Extension, Diameter Rigid Part 8mm, Extended Length 600mm","0","R 17,349.00"
"NEM-008610","008610","Neumann KVG 1120 NX Capsule Extension, Diameter Rigid Part 8mm, Extended Length 1200mm","0","R 28,127.00"
"NEM-008611","008611","Neumann SG 110 nx Swivel joint for KM D and KM A, 110 swiveling","0","R 8,444.00"
"NEM-008612","008612","Neumann SBK 130 A Diffraction sphere for KM 130, KM 131, KM 183, black","0","R 4,317.00"
"NEM-008613","008613","Neumann SG 21 BK Swivel mount for miniature microphones, 3/8"/ 5/8" / 1/2" tripod thread, black","0","R 1,935.00"
"NEM-008695","008695","Neumann MCM Output stage / Phantom adapter XLR","0","R 2,369.00"
"NEM-008696","008696","Neumann MC 1, MCM High Strings Clip","1","R 1,501.00"
"NEM-008697","008697","Neumann MC 9, MCM Guitar Clip","0","R 1,935.00"
"NEM-008698","008698","Neumann MC 4, MCM Double Bass Rib Clip","1","R 2,152.00"
"NEM-008699","008699","Neumann MC 7, MCM Drum Rib Clip","1","R 1,718.00"
"NEM-008721","008721","Neumann KK 104 U BK","1","R 20,607.00"
"NEM-008722","008722","Neumann KK 105 U","1","R 20,607.00"
"NEM-008723","008723","Neumann KK 105 U BK","0","R 20,607.00"
"NEM-008725","008725","Neumann KK 13","0","R 6,055.00"
"NEM-008727","008727","Neumann SH 100 Gooseneck for the Neumann MCM system including KC 1, length: 100 mm","0","R 3,448.00"
"NEM-505575","505575","Neumann KH 310 A L G Active Studio Monitor, Left, Analog Input, Anthracite (RAL 7021)","0","R 49,820.00"
"NEM-505576","505576","Neumann KH 310 A R G Active Studio Monitor, Right, Analog Input, Anthracite (RAL 7021)","1","R 49,820.00"
"NEM-505580","505580","Neumann GKH 310 B Robust metal grille to protect the KH 310 drivers, black (RAL 9005)","0","R 5,186.00"
"SEN-700241","700241","Sennheiser HDR 120-W  Stereo Headphones for TR 120-W/RS 120-W","3","R 2,090.00"
"SEN-500881","500881","Sennheiser E 965 Condenser Adjustable Cardioid/Super Cardioid Vocal Microphone","11","R 9,500.00"
"SEN-507351","507351","Sennheiser XSW Rackmount Kit, GA 1-XSW 2 Rackmount Kit, For EM-XSW 2 & XSW IEM SR","4","R 1,048.00"
"SEN-508278","508278","Sennheiser EM-XSW 1 DUAL-B Dual Channel Receiver for XSW 1, NT 12-5 CW Power Supply, 614-638MHz","3","R 8,116.00"
"SEN-508286","508286","Sennheiser Cable for IE 80 S","0","R 734.00"
"SEN-508288","508288","Sennheiser HD 300 PRO Stereo Circumaural Headphones For Monitoring, 1.5m Cable, 3.5mm Jack","3","R 4,626.00"
"SEN-508723","508723","Sennheiser EW-D ME4 SET (S1-7), Receiver, Bodypack Transmitter, ME 4 Lapel, 606.2-662MHz","0","R 16,261.00"
"SEN-508733","508733","Sennheiser EW-D CI1 Set (S1-7), Receiver, Bodypack Transmitter, CI1 Instrument Cable, 606.2-662MHz","15","R 14,632.00"
"SEN-508783","508783","Sennheiser EW-D SK (S1-7) RF Bodypack Transmitter, 606.2-662MHz","8","R 6,953.00"
"SEN-508789","508789","Sennheiser EW-D SK BASE SET (Y1-3), Receiver, Bodypack Transmitter, Without Lapel, 1785.2-1799.8MHz","0","R 6,953.00"
"SEN-508793","508793","Sennheiser EW-D SKM-S (S1-7) RF Handheld Transmitter, Without Mic Module, 606.2-662MHz","2","R 6,953.00"
"SEN-508803","508803","Sennheiser EW-D EM RF Receiver, Stationary, 606.2-662MHz","4","R 6,953.00"
"SEN-509521","509521","#Sennheiser EK 100 G4-B Camera Receiver, 626-668MHz","3","R 8,116.00"
"SEN-509527","509527","#Sennheiser SKP 100 G4-B Plug-on Transmitter, Evolution Wireless G4, 626-668MHz","2","R 6,953.00"
"SEN-700210","700210","Sennheiser Spares - M4 Earpads, Black","10","R 649.00"
"SEN-700211","700211","Sennheiser Spares - M4 Earpads, Beige/Sand","6","R 649.00"
"SEN-700365","700365","Sennheiser MTW4 Black Graphite, MOMENTUM True Wireless 4, ANC","78","R 5,699.00"
"SEN-700366","700366","Sennheiser MTW4 White Silver, MOMENTUM True Wireless 4, ANC","61","R 5,699.00"
"SEN-502876","502876","Sennheiser MKE 1-EW Omni-directional Lapel Microphone, Black, 1.6m Cable, 3.5mm Jack Plug","0","R 9,150.00"
"SEN-502879","502879","Sennheiser MKE 1-EW-3 Omni-directional Lapel Microphone, Beige, 1.6m Cable, 3.5mm Jack Plug","6","R 9,150.00"
"SEN-502887","502887","Sonova HZH 350","0","R 1,001.00"
"SEN-504712","504712","Sennheiser AD 9000 B1-B8 Active Directional Antenna","0","R 34,589.00"
"SEN-508867","508867","Sennheiser AWM 1G8 Active Directional Antenna (1785-1805 MHz), For EW-D/EW-DX","0","R 9,747.00"
"SEN-508868","508868","Senneiser Half wave Dipole (Q), Antenna BNC (470-550MHz)","7","R 640.00"
"SEN-535804","535804","Sennheiser HME 26 - Windscreen large","0","R 211.00"
"SEN-543656","543656","Sennheiser HMD 46/ HME 27 - Windscreen 1 pc Windscreen for HMD 46, HME 27","0","R 211.00"
"SEN-543684","543684","Sennheiser Headphones - 1/4" Jack Adapter 6.3S - 3.5S Stereo Jack screw-on adapter, gold-plated","0","R 226.00"
"SEN-549344","549344","Sennheiser KEN2 Label rings for hand transmitter of ew G3, ew G4 and SKM 2000 kit with 8 colors","0","R 226.00"
"SEN-550273","550273","Sennheiser HD,HMD/E 26/27 - Headband, wide","0","R 211.00"
"SEN-552746","552746","Sennheiser HD 26/300 PRO - Straight Cable","2","R 410.00"
"NEM-006187","006187","Neumann STV 20 Tripod extension, length: 200mm, Dia 19mm, black","0","R 3,448.00"
"SON-800072","800072","Sennheiser MOMENTUM 4 80th Anniversary Edition","62","R 6,825.00"
"NEM-700358","700358","Neumann AC 32  (0.6 M) Connection cable for the Neumann MCM system, 0.6 m, to 3pin Lemo","0","R 1,718.00"
"NEM-700359","700359","Neumann AC 32 (3.0 M) Connection cable for the Neumann MCM system, 3.0 m, to 3pin Lemo","0","R 2,152.00"
"NEM-700362","700362","Neumann AC 34 (0.6 M) Connection cable for the Neumann MCM system, 0.6 m, to 3pin mini XLR","0","R 1,066.00"
"NEM-700363","700363","Neumann AC 34  (3.0 M) Connection cable for the Neumann MCM system, 3.0 m, to 3pin mini XLR","0","R 1,501.00"
"ADP-USBC-AU-2X2","USBC-AU-2X2","Audinate Dante AVIO USBC IO Adapter 2x2","9","R 4,869.00"
"ADP-VIA-TK-001","VIA-TK-001","Audinate Dante Via Audio Networking Software Token for Single Machine (Download)","0","R 1,050.00"
"ADP-DAI-AU-2X0","DAI-AU-2X0","Audinate Dante AVIO Analog Input Adapter 2 Ch","11","R 6,097.00"
"ADP-DAO-AU-0X1","DAO-AU-0X1","Audinate Dante AVIO Analog Output Adapter 1 Ch","11","R 4,869.00"
"ADP-DAO-AU-0X2","DAO-AU-0X2","Audinate Dante AVIO Analog Output Adapter 2 Ch","7","R 6,097.00"
"ADP-DVS-TK-RES","DVS-TK-RES","Audinate Dante Virtual Soundcard Software Token for Single Machine (Download) (Redeemable for Permanent DVS License)","30","R 875.00"
"ADP-DVS-VM-001","DVS-VM-001","Audinate DVS for Virtual Machines Dante Virtual Soundcard (Sold as Min 5 activation tokens) (Download)","0","R 12,128.00"
"ADP-USB-AU-2X2","USB-AU-2X2","Audinate Dante AVIO USB IO Adapter 2X2 Ch","18","R 4,869.00"
"SEN-592582","592582","Sennheiser XSW IEM EK BELT CLIP Belt Clip for XSW IEM EK Receiver","0","R 211.00"
"SEN-592583","592583","Sennheiser XSW IEM EK BATTERY COVER Battery Cover for XSW IEM EK Receiver","0","R 211.00"
"SEN-700003","700003","Sonova SPORT TW F","0","R 237.00"
"SEN-700005","700005","Sennheiser EW-DP MOUNTING PLATE","1","R 444.00"
"SEN-700013","700013","Sennheiser EW-DP ME2 SET (S1-7)","9","R 16,261.00"
"SEN-700023","700023","Sennheiser EW-DP ME4 SET (S1-7)","0","R 16,261.00"
"SEN-700033","700033","Sennheiser EW-DP 835 SET (S1-7)","13","R 16,261.00"
"SEN-700043","700043","Sennheiser EW-DP ENG SET (S1-7)","6","R 20,915.00"
